sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80
0	0	0	0	0	0	0	0	0	43	112	0	0	0	130	0	0	0	0	0	0	0	300	0	2	55	0	0	0	33	0	0	0	3	0	0	0	0	0	0	184	0	0	0	25	0	0	0	0	0	0	0	0	0	0	1	0	0	0	39	0	0	0	0	103	4	0	205	0	200	0	0	0	0	0	0	0	0	171	0
0	0	12	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	1	0	0	0	0	0	4	0	0	0	0	267	4	0	0	0	0	1	0	506	0	0	0	2	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
228	35	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	176	0	101	0	61	0	0	61	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	354	0	0	0	0	0	0	0	0	3	0	10	0	0	5	0	0	0	0	2	0	0	0	0	0
665	158	16	0	0	0	0	0	0	10	1332	0	118	0	140	0	195	0	0	265	32	322	0	252	49	0	21	528	0	0	172	0	0	41	124	327	54	0	0	0	286	0	0	8	431	0	63	12	53	174	0	17	0	50	0	221	0	0	0	167	464	0	0	0	0	382	88	161	1	114	0	0	0	6	0	0	57	178	0	121
0	54	0	114	0	0	0	50	0	124	116	64	15	1	45	148	23	0	125	81	186	32	359	199	0	0	0	273	15	7	0	12	0	99	0	262	0	40	0	27	0	0	0	68	103	0	0	0	88	0	7	31	0	38	0	165	35	0	0	0	41	51	3	112	55	0	364	0	18	121	0	41	0	0	77	10	48	58	53	135
0	0	0	188	0	32	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	184	10	0	6	54	0	0	0	23	0	0	78	0	0
0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	51	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	117	0	0	0	32	0	0	0	0	6	0	101	0	4	0	0	189	0	0	0	104	0	0	44	0	0	0	0	0	0	0	0	6	0	112	0
35	0	0	26	0	0	0	0	0	0	0	0	18	0	0	39	0	18	0	0	57	0	0	79	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	45	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	59	0	19	0	0	0	0	28	0	0	32	42	20
0	0	0	66	0	45	0	35	0	12	249	8	0	0	0	1	0	0	0	3	72	29	0	118	23	0	0	0	0	0	0	0	0	107	0	137	0	0	0	0	171	0	0	63	22	0	0	0	4	0	41	0	0	0	113	28	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	90	0	0	0	0	0
9	0	13	191	13	0	0	0	0	59	52	0	52	0	0	28	28	18	2	23	0	17	215	175	120	0	120	9	3	0	0	69	0	0	67	0	19	0	0	8	11	9	0	19	24	0	0	21	47	15	0	5	0	1	40	18	68	0	12	0	65	0	0	3	0	37	29	0	3	53	9	0	18	67	83	1	69	8	41	24
30	0	0	28	0	0	0	0	0	0	61	0	0	5	0	20	0	32	0	7	0	0	42	73	36	21	0	46	0	0	0	51	0	0	0	41	0	0	0	0	131	4	0	0	79	0	0	0	0	0	0	58	0	0	0	0	25	0	0	0	0	0	0	53	0	0	0	0	0	82	0	0	0	0	85	0	0	0	0	0
241	121	0	331	0	142	0	23	0	161	0	0	6	0	116	0	0	149	0	0	229	416	0	0	35	0	47	0	0	0	0	0	0	0	0	65	0	0	0	112	21	0	0	0	64	0	0	63	0	0	0	6	0	0	0	68	3	0	2	0	9	0	0	0	0	0	33	0	0	0	0	0	0	0	15	0	0	39	4	57
39	9	0	64	0	0	0	0	0	0	47	0	0	0	0	64	0	0	0	0	39	65	18	63	33	0	0	0	0	39	0	0	0	8	0	0	0	13	0	0	0	0	0	0	97	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	33	0	0	29	28	46	0
0	72	0	68	63	0	8	0	0	264	99	0	0	0	0	0	0	0	61	0	61	199	0	71	56	0	39	285	46	53	0	0	0	4	52	32	67	0	0	0	81	0	37	0	195	0	0	23	36	0	71	0	62	0	0	144	5	0	0	0	102	10	0	0	113	36	0	17	0	0	10	0	0	95	519	0	0	177	47	162
0	0	41	0	1	0	0	32	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	120	0	0	0	748	0	0	0	0	0	0	0	112	0	8	0	0	0	0	0	0	63	0	8	0	0	0	0	0	1	0	1	37	0	0	0	0	68	0	0	33	48	28	0	58	0	24	0	0	0	0	90	10	0	5	0	21
110	0	10	52	106	0	4	0	0	0	50	30	73	0	0	53	0	211	16	17	0	111	120	68	0	0	84	0	59	0	0	0	0	17	41	0	0	23	0	0	0	0	0	0	146	0	0	46	15	0	0	57	15	37	52	117	0	0	0	0	133	0	0	62	110	0	0	23	0	98	0	0	0	156	12	5	0	38	74	140
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	35	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	42	0	0	8	11	0	0	0	0	19	0	0	0	0	23	0	0	0	3	0
2	41	3	5	36	0	0	217	0	899	0	0	0	0	104	0	0	914	33	0	0	9	39	56	122	0	0	0	27	0	0	77	0	104	108	1578	51	0	0	5	0	0	0	0	19	0	1	0	7	0	85	333	0	9	168	356	0	0	0	269	203	0	0	25	61	313	39	325	0	158	0	0	0	12	1579	0	589	0	330	138
32	0	11	52	0	0	0	10	0	0	34	0	0	0	0	0	0	6	0	0	13	47	84	0	0	0	74	0	36	11	0	30	0	0	0	9	0	0	0	0	21	0	8	0	68	15	26	19	20	8	8	29	2	0	22	0	0	0	0	18	93	0	0	0	43	23	88	46	0	35	0	0	2	41	75	10	0	61	0	16
73	0	0	23	28	0	0	33	0	122	74	0	51	0	0	295	48	189	67	0	0	56	119	106	0	0	136	279	14	0	11	0	0	0	0	0	0	0	0	36	0	0	0	0	137	74	52	81	0	0	0	81	0	0	0	0	3	0	0	46	116	56	5	0	0	0	0	0	0	94	0	0	0	41	113	0	93	94	0	180
35	53	0	11	0	0	0	0	0	57	23	0	0	0	0	54	30	18	0	17	102	0	0	17	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	10	0	9	0	0	0	0	0	0
0	0	0	80	0	48	0	6	0	0	0	40	0	0	0	187	0	0	130	70	50	75	22	0	54	0	106	0	34	0	0	0	0	0	13	0	0	10	0	0	3	0	0	0	154	0	4	0	47	0	23	0	0	24	0	78	1	0	0	0	0	0	0	0	28	0	297	84	6	0	6	0	0	147	115	51	0	6	662	0
0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	24	0	0	0	10	20	0	0	0	0	12	0	71	0	0	0	11	0	0	0	0	0	27	0	5	16	0	0	0	0	0	0	0	0	0	0	0	0	17	0	80	0	0	0	0	0	0	0	0	140	11	0	0	0	0	0	4	0	37	40	0	0	41	0	0
6	0	0	0	0	24	0	0	0	158	13	0	0	0	0	0	0	0	0	0	13	33	168	259	4	0	316	0	0	0	1	0	0	31	0	0	0	0	0	24	0	0	0	0	0	0	0	108	22	0	0	0	0	7	0	0	0	0	0	0	0	0	17	0	0	10	23	0	0	0	0	0	0	0	26	9	0	91	0	728
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	2	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	32	7	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	113	0	0
401	0	0	78	89	0	0	0	0	200	0	0	278	0	11	0	0	45	0	139	59	0	229	0	0	0	0	0	0	6	0	214	0	0	19	265	205	0	0	0	0	0	0	0	899	0	0	0	0	0	0	0	36	0	0	10	25	0	0	36	325	0	0	6	0	13	0	0	1	189	0	14	0	10	0	0	0	0	247	37
0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	24	13	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	112	0	2
258	0	69	143	166	0	0	69	0	426	77	37	56	19	0	133	61	190	203	239	48	0	317	175	0	39	0	155	0	16	0	109	0	34	93	295	252	28	0	0	178	0	0	42	180	0	76	156	167	14	5	0	35	38	69	298	0	0	0	0	661	0	9	97	174	138	97	237	0	80	0	0	0	0	392	0	77	373	148	202
0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	2	0	0	51	0	0	0	0	11	0	18	0	0	0	0	0	0	0	6	0	0	43	36	0	97	76	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	375	28	0	0	0	0	151	18	0	0	0	0	0	16	16	11	0	104	6	27	0	38	0	18	0	0	0	0	0	0	6	0	45	0	0	0	0	10	0	0	1	0	0	0	0	99	0	0	0	2	0	0	0	0	0	0	0	194	0	0	0	0	131	39	18	0	52	0	0	1	2	3	0	0	197	14	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	0	0	207	206
235	31	0	319	0	143	0	48	0	208	133	111	41	0	83	116	51	0	0	88	0	206	122	0	94	56	298	343	25	81	0	186	0	0	0	44	0	45	0	0	184	0	0	30	377	63	102	0	0	0	62	0	0	133	19	208	70	4	0	132	172	28	0	66	58	189	0	338	107	75	0	27	0	37	85	0	0	0	0	226
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	0	0	0	0	16	0	0	0	0	10	0	0	0	0	0	0	0	0	29	0	46	0	0	53	14	0	61	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	35	0	0	0	18	0	0	0	0	0	0	59	0	0	0	22	0	0	0	0	62	0	0	105	0	0	15	0	0	39	0	0	11	0	63	0
0	0	4	5	0	6	0	0	0	56	19	0	0	0	19	0	5	0	0	0	83	0	62	65	0	0	0	0	0	0	0	21	0	0	0	27	23	0	0	0	0	0	0	7	8	0	0	44	0	0	0	25	0	22	14	0	0	0	0	62	0	8	0	7	0	43	0	0	0	24	0	0	0	0	40	0	0	0	0	0
4	0	0	35	0	0	0	0	0	0	48	0	0	0	0	75	0	213	0	0	0	0	0	0	0	0	0	16	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	39	0	0	0	0	0	0	0	0	3	0	0	0	0	0
0	0	0	10	0	0	0	0	0	73	0	0	0	0	0	0	0	0	41	0	21	57	0	0	0	0	0	0	0	0	11	0	0	0	0	0	56	0	0	0	50	0	0	0	0	0	0	85	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	119	0
0	45	0	0	89	0	0	0	0	0	0	0	0	0	0	0	4	0	0	14	0	0	0	0	26	0	0	1	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	60	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	27	0	0	19	149	0	0	0	0	0	0	0	0	0	0
0	0	0	285	0	26	0	0	0	0	0	0	0	0	211	4	41	0	310	0	437	43	0	9	4	213	0	38	72	44	0	179	0	127	24	0	375	1	0	10	274	0	0	0	82	165	5	263	20	0	61	0	0	39	1	495	0	0	0	0	19	98	0	0	4	0	4	10	0	0	0	18	0	478	479	0	0	2	12	97
0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
60	0	3	163	0	68	0	0	0	49	74	0	60	8	0	0	0	115	15	127	269	0	0	187	34	13	0	0	0	0	0	0	0	12	0	0	176	28	0	0	216	4	24	16	175	0	0	3	5	0	9	5	12	0	0	75	0	0	0	58	0	0	0	32	40	0	0	98	4	0	0	58	4	241	15	13	69	0	233	70
0	0	0	14	8	0	0	0	0	84	0	0	0	0	0	54	0	0	0	0	0	0	0	47	0	0	43	52	28	0	0	0	0	0	24	0	13	0	0	0	21	0	0	0	119	15	0	84	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	96	21	165	0	0	0	0	0	0	88	0	0	4	0	0	77
783	102	0	25	0	114	0	25	0	317	34	0	224	0	44	391	30	0	61	0	396	77	99	552	65	0	171	172	287	9	15	205	0	40	29	320	0	0	0	52	0	0	35	18	730	0	8	289	33	1	0	117	68	116	0	153	0	0	0	0	60	105	0	358	43	368	95	0	0	594	7	0	0	240	138	54	4	0	265	0
0	45	0	0	0	53	0	0	0	0	71	0	0	0	31	156	0	109	32	0	111	0	0	0	22	15	0	95	64	0	0	67	0	0	7	0	88	0	0	0	97	0	0	29	45	0	0	0	10	0	0	3	0	0	0	0	0	0	0	83	54	0	0	79	98	62	85	114	0	64	0	0	0	161	59	0	0	21	113	0
7	1	4	8	4	7	0	0	0	14	43	0	17	2	61	5	0	69	15	24	13	28	23	20	18	0	0	35	20	12	19	0	0	2	2	26	2	0	0	1	36	0	0	9	12	25	21	12	1	18	8	22	0	1	1	46	0	0	0	81	120	0	0	2	22	10	90	22	1	34	4	0	6	85	10	12	2	18	10	48
52	24	0	18	0	0	0	14	0	28	77	11	27	14	26	0	0	116	62	52	71	70	114	0	132	0	0	53	17	0	0	140	0	0	0	27	48	20	0	0	41	4	5	41	78	0	14	102	51	0	0	56	0	0	0	108	33	0	0	0	28	0	0	78	0	0	0	35	0	79	4	47	0	83	45	0	0	84	0	137
0	0	0	0	0	95	0	0	0	150	100	0	61	0	4	54	0	37	0	0	164	49	0	66	0	0	0	0	11	103	0	0	0	0	0	131	76	0	0	0	31	0	0	0	0	0	42	98	0	0	0	53	0	0	17	0	0	0	0	0	0	0	0	0	224	0	11	0	5	126	0	0	0	121	16	18	0	0	58	0
0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	25	0	0	273	0	0	0	0	160	0	0	0	0	0	86	0	0	94	0	0	0	0	0	0	0	0	0	0
0	2	49	8	0	0	0	5	0	282	34	3	0	0	44	206	9	122	153	34	194	101	235	156	367	0	0	65	68	298	20	70	0	26	0	0	96	0	0	0	82	0	44	83	236	0	147	172	0	5	19	26	0	0	0	153	92	0	0	0	77	0	0	16	31	0	0	287	0	115	16	0	0	269	532	0	110	230	228	86
0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	32	0	53	0	0	24	0	0	0	22	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	11	0	0	0	65	0	0	0	0	0	21	6	35	26	0	45	0	0	0	10	0	55	0	0	0	0	40	0	0	0	0	0	0	0	0	10	0	0	0	127	0	15	0	0	3	0	0	0	17	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	36	0	0	0	24	0	0	15	70	16	25
6	0	28	0	40	53	0	0	0	145	34	0	18	0	0	69	1	0	0	0	0	66	0	98	32	0	14	186	0	0	18	0	0	0	0	0	31	10	0	0	54	0	0	30	0	0	11	20	5	0	21	0	0	12	15	0	8	0	2	18	0	0	0	0	130	0	132	35	25	48	0	0	0	52	0	0	53	9	44	50
687	89	242	0	200	16	0	90	0	344	408	3	172	0	190	121	60	320	205	195	210	438	246	77	161	141	95	180	477	283	67	54	0	0	58	273	660	123	0	97	0	0	102	0	479	73	164	507	276	46	117	151	142	91	78	370	0	0	0	0	497	29	32	495	829	289	195	849	0	833	283	140	0	487	134	0	202	378	108	445
486	29	53	0	47	107	0	0	0	62	247	68	137	40	37	50	8	263	40	519	13	196	391	381	178	0	184	27	159	9	0	198	0	111	28	311	136	69	0	56	404	16	0	149	1400	72	0	291	152	0	75	51	60	69	167	856	26	0	0	139	132	58	12	109	56	43	365	322	184	105	19	47	0	545	370	26	101	516	462	481
0	0	0	0	0	0	4	0	0	0	0	0	13	3	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69
0	0	0	0	0	0	1	0	0	97	0	0	0	0	0	0	0	0	10	0	0	0	678	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	11	0	0	0	0	0	0	7	0	0	0	0	350	0	30	0	74	0	0	0	0	446	13	0	0	0	0
147	19	0	99	12	50	0	14	0	254	19	0	38	0	14	0	1	58	0	128	0	22	12	317	77	29	0	2	134	34	8	0	0	0	0	209	40	25	0	9	62	15	0	102	32	0	2	31	72	0	5	63	0	13	40	0	0	0	0	55	188	0	0	36	155	39	64	66	53	172	36	0	0	48	258	0	20	36	0	1
435	83	1	0	0	0	0	0	0	1454	74	0	0	0	0	0	307	66	72	0	0	236	0	3	1235	0	0	210	0	0	5	0	0	66	127	225	118	0	0	0	6	0	5	0	370	0	0	1	99	0	0	66	0	0	87	153	0	0	0	0	111	0	0	0	44	0	0	256	3	13	0	0	0	6	0	72	0	57	1	44
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	133	20	76	0	0	9	64	0	0	0	0	0	0	0	17	10	0	0	0	20	0	0	37	154	57	0	0	0	0	26	0	3	0	45	76	0	0	0	0	0	0	0	0	0	0	0	19	0	0	4	0	0	179	233	0	79	98	59	0
23	10	0	0	25	31	0	21	0	51	100	0	0	12	0	83	0	57	0	73	0	43	170	41	108	10	18	0	0	0	0	56	0	0	33	32	17	0	0	0	99	0	35	73	266	0	16	90	0	0	16	69	14	4	0	0	10	0	0	17	79	0	0	0	15	133	98	48	0	0	0	7	0	138	0	0	33	35	17	26
3	39	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	110	0	0	0	15	53	61	0	0	0	0	0	0	18	0	47	18	0	0	0	0	0	0	74	0	24	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	30	459	0	0	0	139	27	0	28	0	0	0	49	158	0
0	0	0	16	0	0	0	0	0	123	0	17	0	0	0	0	0	0	0	94	68	71	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	6	0	9	0	0	0	0	0	0	0	0	12	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	75
0	0	44	0	0	0	0	0	0	0	0	0	0	2	5	0	0	2	0	0	0	0	90	0	4	0	55	0	0	44	0	0	0	0	0	0	0	0	3	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	60	0	0	13	0	0	36	0	0	62	0	127	0
205	0	0	11	0	0	0	0	0	26	9	18	5	0	0	0	0	12	0	0	0	22	10	26	8	0	32	71	0	0	0	19	0	0	8	38	0	0	0	0	0	0	0	8	64	0	0	0	0	0	5	1	24	0	0	36	0	0	5	0	4	0	0	13	1	0	0	97	13	0	0	0	0	0	4	38	8	107	76	20
0	0	0	38	0	0	0	5	0	19	0	14	0	0	0	34	0	72	0	31	24	28	36	0	39	28	108	0	25	0	0	0	0	0	24	22	0	0	0	0	18	0	2	0	0	0	14	48	0	4	0	0	0	0	0	8	0	0	0	31	0	0	0	0	27	20	0	0	0	17	0	0	0	0	71	13	75	77	62	46
71	0	0	105	10	81	0	27	0	197	97	0	27	0	87	56	26	56	0	0	135	11	153	94	182	0	107	0	0	0	0	0	0	0	25	13	18	0	0	0	42	0	0	5	52	55	17	51	0	22	0	0	20	0	7	68	0	0	0	0	40	0	0	0	578	167	148	76	56	331	0	44	0	138	155	0	29	181	0	112
0	0	15	46	39	0	14	0	0	471	0	0	0	22	38	242	0	171	37	66	0	0	0	59	0	0	0	85	0	97	0	87	0	0	0	75	0	0	0	0	0	0	0	102	111	11	0	37	0	1	0	12	38	0	41	0	0	0	0	31	141	0	0	57	96	144	254	83	0	72	0	19	3	30	63	31	50	101	0	47
0	15	8	33	0	27	0	3	0	111	16	0	6	0	11	20	0	0	13	25	17	17	39	0	35	0	2	0	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	34	0	14	0	356	0	0	63	162	9	0	41	158	0	0	0	67	47	0	0	44	0	252	0	0	0	0	2	0	0	0	0	0	34	78	0	36
125	180	62	0	0	0	3	0	0	316	54	2	4	6	74	45	0	0	67	59	12	0	75	122	122	0	187	192	0	14	0	111	0	16	0	190	43	31	0	0	0	0	0	11	10	0	0	194	60	14	0	0	0	92	0	0	38	0	0	0	191	6	0	137	85	83	0	0	42	152	0	62	0	78	34	28	88	362	318	94
0	0	0	125	0	0	0	0	0	0	0	0	56	0	0	105	0	0	0	115	0	131	0	0	0	41	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	60	226	0	0	0	77	0	34	0	0	228	0	0	246	0	153	0	0	0	0	0	0	0	39	0	96
0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	19	0	0	0	0	0	139	0	0	0	0	14	0	0	7	9	137	0	0	43	0	19	0	87	33	0	75	0	0	0	0	0	0	0	0	0	0	64	0	0	5	217	34	0	33	0	0	13	0	16	0	9	106	0	0	0	0	250	0	0	0	0	118	29	0	33	77	0	0	0	0	56	0	0	134	120	36
91	29	0	0	5	3	0	0	0	0	93	16	0	0	6	5	12	171	0	0	10	38	0	17	25	0	36	47	45	71	3	47	0	0	0	20	0	19	0	0	133	0	31	88	60	0	0	9	0	0	78	18	0	29	0	163	10	0	17	47	68	9	6	0	114	92	125	38	57	34	20	0	0	58	305	0	36	0	113	357
38	31	15	0	28	0	0	0	1	132	0	0	0	0	0	29	0	24	49	38	129	0	0	63	38	0	0	71	19	57	0	81	0	0	0	58	0	25	0	0	132	0	0	0	124	0	0	94	0	0	40	0	48	0	25	45	0	0	0	0	65	0	0	57	189	0	128	37	0	0	0	0	0	0	0	0	6	130	0	63
1	75	4	0	12	6	4	0	0	153	58	0	3	13	113	122	0	182	0	21	15	159	62	0	33	0	85	324	0	38	0	0	0	0	51	11	84	0	0	0	0	0	0	0	225	18	0	110	3	18	0	57	0	0	32	185	0	0	2	72	304	0	0	17	291	0	142	214	20	156	0	0	0	298	148	0	8	0	261	13
0	38	0	0	0	0	0	0	0	0	0	10	0	0	0	2	0	0	1	0	2	25	1	15	38	0	0	0	0	21	17	2	0	0	8	0	58	0	0	0	0	0	0	56	0	0	16	38	0	0	0	0	0	0	0	13	0	0	0	0	366	0	0	4	38	0	0	39	0	0	0	0	7	47	274	0	0	64	0	120
22	143	0	0	0	35	0	0	0	5	974	2	0	0	0	38	0	13	0	2	0	25	51	0	0	1	0	0	0	0	0	0	0	9	0	0	177	1	0	0	51	0	13	30	10	0	0	2	0	0	0	0	90	11	55	21	0	0	0	0	32	0	0	0	295	0	187	0	0	120	0	0	0	0	10	26	0	0	0	5
0	0	0	0	0	26	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	18	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	14	23	0	25	19	0	0	20	19	9	0	0	0	29	0	0	0	0	0	0	58	0	0	1	0	0	0	0	0	0	0	0	0
331	299	0	485	17	1020	5	5	0	535	216	14	0	52	21	29	101	0	91	108	203	8	88	98	386	0	135	72	42	0	0	11	0	23	98	272	0	68	0	0	196	0	66	0	129	38	86	145	79	0	0	160	0	38	250	1845	93	0	0	13	461	35	0	74	397	534	160	228	50	3	138	0	0	0	116	38	239	226	134	32
1	0	18	38	28	329	0	10	0	144	119	19	0	0	40	70	77	670	0	4	35	136	170	50	266	90	257	6	65	0	45	0	0	79	3	0	217	0	0	1	164	0	8	62	289	114	88	2	1	15	30	123	157	0	4	330	20	6	0	53	224	0	6	19	1	67	491	404	5	128	0	215	1	864	21	40	22	86	573	88
0	0	4	30	15	2	0	0	0	0	76	0	0	0	3	4	0	0	0	0	57	26	0	3	0	0	0	0	0	0	0	0	0	2	0	6	38	9	0	0	0	0	0	0	0	3	0	0	25	0	0	116	0	0	0	0	61	0	0	3	184	0	0	28	0	0	244	0	0	0	0	42	6	203	329	32	30	0	0	0
69	35	57	0	0	0	0	20	0	228	102	0	0	0	0	39	12	178	0	121	16	112	140	52	149	0	115	33	0	90	12	102	0	38	16	0	57	39	0	20	11	0	0	43	289	53	16	158	17	16	32	0	0	0	0	94	16	0	0	0	25	0	0	0	187	0	51	335	0	26	0	0	0	84	38	0	0	66	98	0
0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	35	0	35	0	0	90	0	49	0	0	0	0	70	0	0	0	0	0	0	0	0	29	0	0	0	188	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0
18	0	0	0	0	0	0	0	0	0	107	0	0	0	0	1	1	3	0	23	0	7	0	6	11	0	0	0	0	0	0	0	0	0	13	27	0	0	0	0	47	0	0	0	0	0	0	1	0	0	0	0	0	0	0	85	0	0	0	5	26	0	0	0	238	2	0	61	0	27	1	2	0	1	3	0	81	18	0	4
